연번,음식이름정보,에너지(칼로리)정보,단백질,칼슘,비타민(A),비타민(B1),비타민(B2),그외 영양소 1,그외 영양소 2,그외 영양소 3
1040,민어회,72.8,0.34,18.2,0.07,0.04,1.82,0.7,10.5,0.7
1041,방어회,109.2,0.45,9.8,0.11,0.11,5.46,0.7,2.24,0.7
1042,밴뎅이회,157.5,1.14,25.2,0.05,0.17,1.33,0.7,8.61,1.4
1043,뱅어회,43.4,1.14,16.1,0.02,0.02,0.56,1.75,8.61,1.4
1044,병어회,114.8,0.45,55.3,0.12,0.07,1.19,0,10.5,0.7
1045,빙어회,85.4,2.66,17.5,0.07,0.16,1.96,1.4,8.61,1.4
1046,새우,74.4,1.25,0,0.03,0.03,1.6,0.8,1.44,0.8
1047,소라회,63.2,2.13,3.2,0.01,0.14,0.88,0,5.84,0.8
1048,송어회,84.7,0.32,18.2,0.32,0.08,6.86,0.7,8.54,0.7
1049,숭어회,87.5,0.39,16.8,0.06,0.11,2.73,1.4,9.1,0.7
1050,쏘가리회,77.7,0.31,7,0.06,0.13,2.1,0.7,3.5,0.7
1051,아귀회,42,0.35,34.3,0.04,0.05,0.91,0,0.35,0.7
1052,오징어회,60.9,0.91,0,0.03,0.04,1.89,1.4,8.75,2.1
1053,우럭회,70,0.36,7.7,0.04,0.16,2.38,0.7,6.16,0
1054,은어회,79.8,0.66,18.9,0.08,0.11,2.17,1.4,3.5,0.7
1055,준치회,93.1,0.52,7,0.01,0.06,1.75,0,4.48,1.4
1056,참다랑어회,92.4,0.41,5.6,0.09,0.07,7.84,1.4,1.33,0.7
1057,해삼,12,0.17,0,0.02,0.02,0.16,2.4,10,2.4
1058,소간회,130.29,2.5,5683.34,0.17,1.34,8.9,12.89,151.52,1.2
1059,소양(천엽)회,58.07,1.59,7.93,0.04,0.13,0.92,0.09,5.66,0.61
1060,육회,129.07,2.74,9.72,0.07,0.12,3.31,2.57,5.94,0.78
1061,미나리강회,95.53,0.75,265.75,0.1,0.18,2.43,13.2,108.95,2.61
1062,부추강회,66.51,0.77,446.6,0.3,0.06,1.1,29.5,45.86,2.21
1063,파강회,101.83,0.84,164.95,0.09,0.16,1.73,18.8,18.16,1.21
1064,가다랭이내장젓,11.55,0.12,13.5,0.02,0.04,0.26,0,6.15,0.15
1065,갈치젓,27.6,0.07,13.5,0.02,0.04,0.26,0,61.65,0.15
1066,게알젓,36.15,0.53,2.25,0.03,0.08,0.08,0,5.1,0.6
1067,게장,80.86,0.77,71.62,0.04,0.15,2.27,2.09,10.47,1.4
1068,꼴뚜기젓,13.2,0.23,0,0.01,0.02,0.51,0,2.67,0.75
1069,"꼴뚜기젓,양념",16.65,0.23,22.35,0.02,0.01,0.3,0.6,2.67,0.75
1070,"대구,아가미젓",11.4,0.24,1.35,0.01,0.01,0.17,0.15,115.95,0.3
1071,대구젓,9.9,0.12,13.5,0.02,0.04,0.26,0,61.65,0.15
1072,멸치액젓,4.35,0.29,0,0,0,0.36,0,2.7,0.3
1073,멸치젓,16.95,0.01,8.25,0,0.03,0.47,0,3.71,0.45
1074,명란젓,18,0.29,9.9,0.07,0.08,1.34,0,1.29,1.35
1075,명란젓양념,18.75,0,43.8,0.05,0.08,0.26,0.75,0,0
1076,민어알젓,42.6,0.29,17.25,0.09,0.08,0.14,0,1.29,1.35
1077,바지락젓,7.65,0.21,1.35,0,0.02,0.3,0.15,2.4,0.3
1078,밴뎅이젓,27.3,0.12,27.15,0.02,0.02,0.23,0,61.65,0.15
1079,새우젓,7.5,0.23,0,0.01,0.01,0.6,0,0.27,0.15
1080,성게알젓,15.75,0.21,15.9,0.02,0.02,0.12,0,0.42,0.15
1081,송어젓,24.6,0.12,13.5,0.02,0.04,0.26,0,61.65,0.45
1082,아가미젓,12,0.15,0.9,0.01,0.02,0.87,0,61.65,0.15
1083,아미젓,8.55,0.12,0.9,0.02,0.05,0.35,0,61.65,0.45
1084,어란젓,35.1,0.29,14.51,0.11,0.11,1.95,0,1.29,1.35
1085,어리굴젓,12.9,13.62,15,0,0.03,0.39,0.3,1.65,0.3
1086,연어알젓,37.8,0.13,24.3,0.06,0.06,0.05,1.65,0.12,1.65
1087,연어젓,21.45,0.33,0.9,0.02,0.02,0.9,0,0.09,0.15
1088,오징어내장젓,15.15,0.2,4.5,0.02,0.03,0.75,0,1.88,0.45
1089,오징어젓,11.55,0.2,0,0,0,0.35,0,1.88,0.45
1090,은어내장젓,19.65,0.26,8.55,0.02,0.04,1.5,0,1.4,0.3
1091,전복젓,15.15,0.11,3.15,0.03,0.11,0.38,0,0.75,0.3
1092,전어젓,19.5,0.33,0,0,0.03,0.62,0,0.09,0.15
1093,조개젓,10.05,0.21,1.05,0,0.03,0.26,0,2.4,0.3
1094,조기젓,12.15,0.08,4.5,0.02,0.07,1.01,0,8.25,0.6
1095,창란젓,17.4,0.29,0.9,0.02,0.03,0.5,0,1.29,1.35
1096,창란젓양념,16.65,0,594.75,0.02,0.03,0.18,0.3,0,0
1097,청어알젓,13.95,0.38,0,0,0.01,0,0,0.74,0.9
1098,황새치젓,18.15,0.22,0,0,0.02,0.2,0,0.35,0.15
1099,깻잎장아찌,23.84,0.19,411.42,0.04,0.1,0.76,11.78,22.95,0.97
1100,나라쓰게,5.2,0.06,0,0.01,0,0.02,0,1.6,0
1101,단무지,2.4,0.06,0,0,0,0.04,1.4,1.6,0
1102,마늘장아찌,10.6,0.23,0,0.02,0.01,0.06,0,1.24,0
1103,무짠지,3,0.04,0,0,0,0.04,0,1.6,0
1104,오이숙장아찌,45.49,0.37,10.22,0.02,0.03,0.72,3.24,3.21,0.34
1105,오이지,1.6,0.04,3.4,0.01,0,0.02,0,1.2,0
1106,오이피클,20.6,0.21,1.8,0,0,0.02,0,9.96,0.8
1107,"간장,양념간장",33.34,0.06,3.33,0.01,0,0.15,0.57,3.23,0.17
1108,"간장,양조간장",10.88,0.07,0,0.01,0.02,0.19,0,3.23,0.17
1109,"간장,왜간장",9.54,0.06,0,0.01,0.01,0.22,0,3.42,0.18
1110,"간장,죽염간장",7.14,0.05,0,0.01,0.01,0.17,0,2.89,0.17
1111,고추장,43.4,0.08,77.8,0.04,0.05,0.54,0,14.92,0.4
1112,고추장볶음,61.3,0.34,71.22,0.05,0.07,1.09,0.2,13.84,1.39
1113,굴소스,0,0.22,0,0,0,0,0,1.26,0
1114,돈까스소스,16.66,0.17,0,0,0,0,0,135.66,0
1115,"된장,쌈된장",25.56,0.1,0,0.01,0.04,0.31,0,5.94,0.18
1116,"된장,양조된장",28.98,0.1,0,0.01,0.02,0.29,0,5.94,0.18
1117,"된장,왜된장",39.06,0.6,0,0.01,0.02,0.22,0,5.94,0.18
1118,"된장,한식된장",28.98,0.1,0,0.01,0.02,0.22,0,5.94,0.18
1119,"청국장,생",32.04,0.6,0,0.01,0.04,0.2,0,5.94,0.18
1120,"청국장,청국장분말",40.14,0.63,0,0.03,0.03,0.2,0,6.23,0.18
1121,초장,41.61,0.08,70.02,0.04,0.05,0.49,0,13.43,0.36
1122,혼합장(쌈장),34.92,0.1,9.9,0.03,0.02,0.31,0,5.94,0.18
1123,"분유,전지분유",128.7,0.87,44.46,0.06,0.31,0.21,1.3,9.62,0.26
1124,"분유,조제분유",122.46,0.73,150.02,0.17,0.28,1.09,11.7,21.32,1.56
1125,"분유,탈지분유",93.6,1.01,2.08,0.13,0.46,0.23,0.26,1.07,13
1126,연유,64.8,0.19,5.4,0.02,0.06,0.06,0.6,2.26,0
1127,우유,120,0.8,56,0.08,0.28,0.2,2,1.2,0
1128,"우유,저지방가공유,쵸코",126,0.78,22,0.08,0.18,0.6,0,10.8,0
1129,"우유,저지방가공유,커피",126,0.78,18,0.1,0.2,0.2,0,10.8,0
1130,"우유,저지방우유",102,0.78,26,0.08,0.36,0.2,2,10.8,0
1131,"우유,쵸코렛",166,0.82,58,0.08,0.32,0.2,2,10,0
1132,샤베트,124,0.48,0,0.04,0.05,0.2,0,6.4,0
1133,"쉐이크,딸기",328.83,1.16,84.39,0.15,0.55,0.52,2.07,8.73,0
1134,"쉐이크,딸기(맥도날드)",363.75,1.16,90.79,0.12,0.44,0.41,4.02,8.73,0
1135,"쉐이크,딸기(패스트푸드)",328.83,1.05,26.19,0.15,0.58,0.58,2.91,8.73,0
1136,"쉐이크,바닐라",323.01,1.16,93.12,0.15,0.52,0.52,2.07,9.6,0
1137,"쉐이크,바닐라(롯데리아)",181.88,1.16,170.82,0,0,0,3.2,9.6,0
1138,"쉐이크,바닐라(맥도날드)",252.88,1.16,29.1,1.89,0.52,0.58,2.91,9.6,0
1139,"쉐이크,바닐라(버거킹)",314.86,1.16,0,0.15,0.52,0.58,4.66,9.6,0
1140,"쉐이크,바닐라(패스트푸드)",323.01,1.16,93.12,0.15,0.52,0.58,2.91,9.6,0
1141,"쉐이크,쵸코렛",369.57,1.16,66.93,0.17,0.7,0.52,1.02,10.19,0
1142,"쉐이크,쵸코렛(맥도날드)",252.88,1.16,20.37,0.17,0.73,0.58,0,10.19,0
1143,"쉐이크,쵸코렛(버거킹)",314.86,1.16,0,0.17,0.73,0.58,0,10.19,0
1144,"쉐이크,쵸코렛(패스트푸드)",369.57,1.16,66.93,0.17,0.73,0.58,0,10.19,0
1145,아이스밀크,167,0.44,23,0.03,0.14,0.1,0,6,0
1146,아이스크림,215,0.69,152,0.05,0.21,0.1,0,5,0
1147,"아이스크림,누크바(롯데)",274,0.69,20,0.17,0.05,0.8,0,5,0
1148,"아이스크림,더블비안코(롯데)",149,0.44,50,0.12,0.04,0.4,1,6,0
1149,"아이스크림,딸기썬대",288.64,0.66,62.32,0.07,0.3,0.97,2.15,8.2,0
1150,"아이스크림,딸기썬대(맥도날드)",319.8,0.66,55.1,0.07,0.3,1,3,8.2,0
1151,"아이스크림,맥스(롯데)",118,0.44,4,0.02,0.01,0.1,4,6,0
1152,"아이스크림,바닐라아이스크림(콘)",159,0.4,50.5,0.05,0.25,0.29,0.97,5,0
1153,"아이스크림,셀렉션(롯데)",210,0.44,216,0.19,0.08,0.5,1,6,0
1154,"아이스크림,소프트(패스트푸드)",196,0.53,41,0.04,0.19,0.6,2,5,0
1155,"아이스크림,스크류바(롯데)",95,0.48,1,0,0,0,29,6.4,0
1156,"아이스크림,월드콘(롯데)",276,0.44,225,0.16,0.07,0.8,0,6,0
1157,"아이스크림,조안나(롯데)",154,0.44,121,0.22,0.08,0.6,0,6,0
1158,"아이스크림,캐러멜썬대(맥도날드)",359.16,0.66,66.58,0.07,0.31,2.71,3.94,8.2,0
1159,"아이스크림,콘(맥도날드)",161,0.4,45.6,0.05,0.31,0.35,0,5,0
1160,"아이스크림,핫퍼지썬대(맥도날드)",357.52,0.66,55.1,0.07,0.31,1.1,2,8.2,0
1161,"아이스크림,호두,임페리얼골드(롯데)",257,0.44,97,0.25,0.09,0.7,0,6,0
1162,"요구르트,액상",97.5,1.08,0,0.02,0.18,0,0,15.75,0
1163,"요구르트,호상",113.3,1.07,31.9,0.13,0.15,0.44,8.8,13.2,0
1164,"요구르트,호상,딸기",99,0.97,29,0.06,0.11,0.2,0,12,0
1165,"치즈,모짜렐라",57.6,0.49,38,0,0.05,0.02,0,1.4,0
1166,"치즈,체다",84.6,0.8,69,0.01,0.09,0.02,0,3.68,0
1167,크림,41.6,0.04,36.4,0,0.02,0,0,0.34,0.2
1168,과일탄산음료,49,0.1,0,0,0,0,0,0,0
1169,구아바음료,46,2.4,6,0,0,0.1,9,14,1
1170,그레이프 환타,46.2,0,0,0,0,0,0,0,0
1171,당근쥬스,40,0.16,2575,0.09,0.06,0.4,9,3.8,0
1172,"두유,애플두유",118,0.46,0,0.06,0.04,1.2,0,3,0
1173,두유음료,118,0.46,0,0.06,0.04,1.2,0,3,0
1174,라이트콜라,1,0.08,0,0.01,0.02,0,0,0,0
1175,레모네이드,43,0.04,0,0,0.02,0,3,1.3,0
1176,레몬라임소다,41,0.05,0,0,0,0,0,0,0
1177,밤넥타,54,0.35,0,0.02,0.02,0.8,0,48.4,0
1178,분말청량음료,19.25,0,0,0,0,0,0,0,0
1179,사이다,40,0.07,0,0,0,0,0,0,0
1180,사이다(롯데리아),40,0.1,0,0,0,0,0,0,0
1181,생강넥타,50,0.4,0,0.01,0.03,1.2,1,7,0
1182,"소다,그레이프소다",43,0.07,0,0,0,0,0,0,0
1183,"소다,클럽소다",0,0,0,0,0,0,0,0,0
1184,"소다수,크림소다",53.5,0.07,0,0,0,0,0,0,0
1185,슬라이스,151.92,0,0,0,0,0,0,0,0
1186,식혜,104,0.11,0,0.01,0.03,0.2,0,1.1,0
1187,"식혜,캔",104,1,0,0,0,0,10,1.08,0
1188,이온음료,25,0,0,0.01,0,0,0,0,0
1189,콜라,40,0.01,0,0,0,0,0,0,0
1190,"콜라,다이어트스후라이트",0.28,0,0,0,0,0,0,0,0
1191,"콜라,다이어트슬라이스",7.2,0,0,0,0,0,0,0,0
1192,"콜라,다이어트체리콕",0.28,0,0,0,0,0,0,0,0
1193,"콜라,다이어트콕(코카콜라)",0.28,0,0,0,0,0,0,0,0
1194,"콜라,다이어트펩시",0.28,0,0,0,0,0,0,0,0
1195,"콜라,루트비어",41.1,0,0,0,0,0,0,0,0
1196,"콜라,체리콕",43.1,0,0,0,0,0,0,0,0
1197,"콜라,코카콜라",43.4,0,0,0,0,0,0,0,0
1198,"콜라,코카콜라,클래식",39,0,0,0,0,0,0,0,0
1199,"콜라,펩시라이트",0.28,0,0,0,0,0,0,0,0
1200,"콜라,펩시콜라",44.4,0,0,0,0,0,0,0,0
1201,토마토쥬스,13,0.1,40,0.03,0.02,0.7,5,24.1,1
1202,후르츠펀치,55.5,0,1,0.02,0.02,0.02,29.6,0,0
1203,드라이진,131.5,0,0,0,0,0,0,0,0
1204,럼,131,0.04,0,0,0,0,0,0,0
1205,마운틴듀,178.92,0,0,0,0,0,0,0,0
1206,막걸리,69,0.23,0,0.02,0.05,0.45,1.5,0.6,0
1207,매실주,63,0.02,0,0,0,0,0,0,0
1208,맥주,138.75,0.11,0,0.04,0.08,1.88,0,22.5,0
1209,"맥주,생맥주",190,0.15,0,0,0.1,0,0,30,0
1210,보드카,115.5,0.02,0,0,0,0,0,0,0
1211,브랜디,175,0.03,0,0,0,0,0,0,0
1212,샴페인,17.5,0.04,0,0,0,0,0,0.2,0.5
1213,소주,63.45,0.02,0,0,0,0,0,0,0
1214,위스키,55.4,0.01,0,0,0,0,0,0,0
1215,진,139.5,0.02,0,0,0,0,0,0,0
1216,청주,48.15,0.02,0,0,0,0,0,0,0
1217,"카테일,톰칼린스",120.99,0,0,0,0,0,4,0,0
1218,"칵테일,데이커리",0,0,0,0,0,0,0,0,0
1219,"칵테일,마티니",156.1,0.01,0,0,0,0,0,0.14,0
1220,"칵테일,맨하탄",127.68,0.03,0,0.01,0,0.11,0,0.06,0
1221,"칵테일,버번앤소다",121.8,0,0,0,0,0,0,0,0
1222,"칵테일,블러드메리",116.03,0,51.06,0.07,0.03,0.61,19.98,0,0
1223,"칵테일,스크류드라이버",174.02,0.09,12.99,0.15,0.02,0.21,67.1,74.76,0
1224,"칵테일,위스키싸우어",292.6,0.1,2.09,0.44,0.02,0.21,2.72,10.87,0
1225,"칵테일,진토닉",53.2,0.03,0,0,0,0,0.28,0.35,0
1226,"칵테일,피나콜라다",332.76,0.18,2.82,0,0,0,0,0.28,0
1227,"포도주,백포도주",37,0.05,0,0,0.01,0.05,0,0.1,1
1228,"포도주,적포도주",35,0.05,0,0,0.01,0.05,0,1,1
1229,감잎차,2.93,0.03,6.87,0.01,0.01,0,0.1,1.1,0.63
1230,결명자차,16.5,0.13,0,0.05,0.04,0.45,0,2.5,0.05
1231,계피차,57.75,0.03,0.2,0.15,0.04,0.35,0,13.53,0.1
1232,구기자차,3.28,0,36.6,0.01,0,0.07,0.11,1.35,0.01
1233,녹차,3.34,0.03,6.98,0,0.01,0.05,0.23,1.1,0.63
1234,두충차,43.45,0.33,69.8,0.05,0.08,0,0,10.95,6.3
1235,보리차,1,0.01,0,0,0,0,0,0.2,0
1236,쌍화차,56.45,0.03,0,0.03,0.01,0.22,0,13.53,0.1
1237,오미자차,22.4,0,25.77,0,0,0.16,0.11,1.35,0.01
1238,우롱차,0,0,0,0,0.03,0.1,0,0.2,0
1239,유자차,69.45,0.06,0,0.01,0,0.04,6.8,27.06,0.2
1240,율무차,99.25,0.09,0,0.02,0.02,0.24,0,5.4,0.6
1241,인삼차,31.07,0,0,0,0.01,0.03,0,0.48,0.03
1242,치커리차,49.65,0.04,0,0.14,0.33,0.18,9.7,10.95,0.2
1243,캔커피,82,0.06,0,0.02,0.04,1.8,0,0.2,0
1244,"커피,설탕",22.25,0.03,0,0,0,0.3,0,0,0
1245,"커피,설탕,프림",42.55,0.06,17.3,0,0.02,0.31,0.1,0.2,0
1246,"커피,원두,블랙",3,0.03,0,0,0,0.3,0,0,0
1247,"커피,프림",23.3,0.06,17.3,0,0.02,0.31,0.1,0.2,0
1248,"코코아,핫쵸코",50,1.19,0,0.01,0.07,0.1,0,0,0
1249,"코코아,핫쵸코(버거킹)",53.7,7,55,0.4,0.17,0.15,1,0,0
1250,"코코아,핫쵸코(웬디스)",61,7,55,0.4,0.17,0.15,1,0,0
1251,현미차,0,0.01,0,0,0.01,0.1,0,0.1,0
1252,홍삼차,23.2,0,0,0,0,0.03,0,0.16,0.01
1253,홍차,1,0.02,0,0,0,0,0,5.2,0
1254,"홍차,캔",60,1,0,0,0,0.2,0,260,0
1255,가래떡,239,0.37,0,0.02,0.01,1.8,0,0.7,0
1256,개피떡,210,0.37,0,0.05,0.04,0.5,0,0.7,0
1257,백설기,234,3.03,0,0.01,0.01,0.7,0,0.7,0
1258,"송편,검정콩속",202,0.55,0,0.08,0.09,2.9,0,0.7,0
1259,"송편,깨",212,0.55,0,0.04,0.01,0.4,0,0.7,0
1260,"송편,팥고물속",214,0.55,0,0.07,0.09,3.6,0,0.7,0
1261,수수경단,219,0.18,0,0.07,0.08,8.4,0,0.7,0
1262,수수부침,221.2,0.7,0,0.06,0.02,1.4,0,14.35,5.66
1263,"시루떡,붉은팥고물",205,0.7,0,0.03,0.02,0.7,0,0.7,0
1264,쑥개피떡,208,0.37,2,0.05,0.04,0.5,0,0.7,0
1265,쑥설기,253,0.37,0,0.06,0.02,8.1,0,0.7,0
1266,약식,259,3.03,0,0.06,0.01,0.5,0,0.7,0
1267,"인절미,콩고물",217,0.52,0,0.07,0.03,0.7,0,0.7,0
1268,"인절미,팥고물",208,0.55,0,0.06,0.02,0.7,0,0.7,0
1269,절편,220,0.37,0,0.03,0.01,0.8,0,0.7,0
1270,증편,177,0.37,0,0.06,0.03,0.6,0,0.7,0
1271,찰시루떡,248,0.59,0,0.06,0.12,0,0,0.7,0
1272,찹쌀경단,240,0.55,2,0.03,0.03,0.6,0,0.7,0
1273,찹쌀떡,236,0.82,0,0.04,0.01,0.6,0,0.7,0
1274,찹쌀전병,233.2,0.87,0,0.05,0.01,0,0,3.55,5.16
1275,연두부,41,0.34,0,0.02,0.03,0.3,0,15,1
